city,city_ascii,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,id
Columbus,Columbus,WI,Wisconsin,Columbia,43.3354,-89.0300,6793.0,434,America/Chicago,3,1840002708
Mexia,Mexia,TX,Texas,Limestone,31.6809,-96.4833,6792.0,393,America/Chicago,3,1840020822
Marvin,Marvin,NC,North Carolina,Union,34.9890,-80.8032,6792,438,America/New_York,3,1840017880
Gypsum,Gypsum,CO,Colorado,Eagle,39.6285,-106.9334,6790.0,328,America/Denver,3,1840021426
Fowler,Fowler,CA,California,Fresno,36.6243,-119.6737,6790,1035,America/Los_Angeles,3,1840020318
Kingston,Kingston,RI,Rhode Island,Washington,41.4738,-71.5236,6789,1684,America/New_York,3,1840003365
Lincoln,Lincoln,AL,Alabama,Talladega,33.5935,-86.1371,6781,104,America/Chicago,3,1840015698
Guánica,Guanica,PR,Puerto Rico,Guánica,17.9698,-66.9309,6781,1038,America/Puerto_Rico,3,1630023537
Inniswold,Inniswold,LA,Louisiana,East Baton Rouge,30.3982,-91.0710,6777,1168,America/Chicago,3,1840031059
Medfield,Medfield,MA,Massachusetts,Norfolk,42.1870,-71.3032,6776,528,America/New_York,3,1840073856
Lutherville,Lutherville,MD,Maryland,Baltimore,39.4239,-76.6176,6773,1237,America/New_York,3,1840026623
Putnam,Putnam,CT,Connecticut,Windham,41.9198,-71.9088,6772,810,America/New_York,3,1840058664
Brattleboro,Brattleboro,VT,Vermont,Windham,42.8588,-72.5628,6771,621,America/New_York,3,1840053331
Whitmore Lake,Whitmore Lake,MI,Michigan,Washtenaw,42.4235,-83.7524,6771,620,America/Detroit,3,1840006923
Millersville,Millersville,TN,Tennessee,Sumner,36.3968,-86.7111,6769,189,America/Chicago,3,1840014416
Cortland,Cortland,OH,Ohio,Trumbull,41.3320,-80.7195,6768,603,America/New_York,3,1840007128
Lexington,Lexington,TN,Tennessee,Henderson,35.6618,-88.3945,6763.0,260,America/Chicago,3,1840014527
Pembroke Park,Pembroke Park,FL,Florida,Broward,25.9852,-80.1777,6749,1888,America/New_York,3,1840017273
Lake Hallie,Lake Hallie,WI,Wisconsin,Chippewa,44.8921,-91.4199,6747,184,America/Chicago,3,1840000279
Ellettsville,Ellettsville,IN,Indiana,Monroe,39.2322,-86.6232,6747,525,America/Indiana/Indianapolis,3,1840010665
Montevallo,Montevallo,AL,Alabama,Shelby,33.1246,-86.8476,6738,203,America/Chicago,3,1840014825
New Milford,New Milford,CT,Connecticut,Litchfield,41.5842,-73.4064,6737,763,America/New_York,3,1840049185
Bath,Bath,NY,New York,Steuben,42.3363,-77.3180,6736.0,665,America/New_York,3,1840004559
Mount Healthy,Mount Healthy,OH,Ohio,Hamilton,39.2338,-84.5469,6736,1752,America/New_York,3,1840001607
Naples Manor,Naples Manor,FL,Florida,Collier,26.0892,-81.7254,6735,3799,America/New_York,2,1840014232
Allendale,Allendale,NJ,New Jersey,Bergen,41.0333,-74.1333,6734,839,America/New_York,3,1840003550
Snowflake,Snowflake,AZ,Arizona,Navajo,34.5225,-110.0913,6733.0,68,America/Phoenix,3,1840022572
Rupert,Rupert,ID,Idaho,Minidoka,42.6189,-113.6740,6733.0,1105,America/Boise,3,1840020066
Bayville,Bayville,NY,New York,Nassau,40.9076,-73.5602,6732,1785,America/New_York,3,1840005336
Litchfield,Litchfield,IL,Illinois,Montgomery,39.1959,-89.6295,6731.0,294,America/Chicago,3,1840009601
Lacy-Lakeview,Lacy-Lakeview,TX,Texas,McLennan,31.6292,-97.1052,6721,624,America/Chicago,3,1840020818
Green Knoll,Green Knoll,NJ,New Jersey,Somerset,40.6048,-74.6150,6720,550,America/New_York,3,1840004276
Sitka,Sitka,AK,Alaska,Sitka,57.2401,-135.3153,6720.0,1,America/Sitka,3,1840023319
Roaring Spring,Roaring Spring,PA,Pennsylvania,Blair,40.3348,-78.3958,6718.0,1168,America/New_York,3,1840001086
Woodfin,Woodfin,NC,North Carolina,Buncombe,35.6458,-82.5914,6717,287,America/New_York,3,1840016285
Rumson,Rumson,NJ,New Jersey,Monmouth,40.3626,-74.0046,6714,511,America/New_York,3,1840001360
Homeacre-Lyndora,Homeacre-Lyndora,PA,Pennsylvania,Butler,40.8721,-79.9211,6714,390,America/New_York,3,1840073691
Broadway,Broadway,VA,Virginia,Rockingham,38.6083,-78.8016,6712.0,651,America/New_York,3,1840006136
Medina,Medina,MN,Minnesota,Hennepin,45.0326,-93.5834,6712,101,America/Chicago,3,1840007827
Gorham,Gorham,ME,Maine,Cumberland,43.6822,-70.4413,6711,338,America/New_York,3,1840087255
Byron Center,Byron Center,MI,Michigan,Kent,42.8121,-85.7279,6710,509,America/Detroit,3,1840004306
Thermalito,Thermalito,CA,California,Butte,39.4909,-121.6150,6704,203,America/Los_Angeles,3,1840053812
Parkwood,Parkwood,WA,Washington,Kitsap,47.5266,-122.5986,6700,990,America/Los_Angeles,3,1840062710
Clifton Heights,Clifton Heights,PA,Pennsylvania,Delaware,39.9301,-75.2958,6697,4102,America/New_York,2,1840000692
Dahlonega,Dahlonega,GA,Georgia,Lumpkin,34.5309,-83.9804,6696.0,320,America/New_York,3,1840014672
Green Hill,Green Hill,TN,Tennessee,Wilson,36.2349,-86.5733,6695,744,America/Chicago,3,1840013350
Roeland Park,Roeland Park,KS,Kansas,Johnson,39.0358,-94.6374,6688,1595,America/Chicago,3,1840001640
Castroville,Castroville,CA,California,Monterey,36.7650,-121.7535,6686,2526,America/Los_Angeles,2,1840058733
Dayton,Dayton,MN,Minnesota,Hennepin,45.1906,-93.4758,6686,110,America/Chicago,3,1840006750
Taneytown,Taneytown,MD,Maryland,Carroll,39.6570,-77.1683,6685.0,834,America/New_York,3,1840005700
Cherryville,Cherryville,NC,North Carolina,Gaston,35.3844,-81.3781,6682.0,424,America/New_York,3,1840014589
East Porterville,East Porterville,CA,California,Tulare,36.0573,-118.9713,6679,854,America/Los_Angeles,3,1840092003
Canton,Canton,NY,New York,St. Lawrence,44.6004,-75.1703,6675.0,689,America/New_York,3,1840056758
Crystal Lake,Crystal Lake,FL,Florida,Polk,28.0371,-81.9063,6671,1009,America/New_York,3,1840029030
Savage,Savage,MD,Maryland,Howard,39.1485,-76.8228,6671,941,America/New_York,3,1840026664
West Point,West Point,NY,New York,Orange,41.3642,-74.0118,6670,136,America/New_York,3,1840004866
Garden Home-Whitford,Garden Home-Whitford,OR,Oregon,Washington,45.4642,-122.7589,6666,1660,America/Los_Angeles,3,1840073958
Lauderdale-by-the-Sea,Lauderdale-by-the-Sea,FL,Florida,Broward,26.1990,-80.0972,6664,2934,America/New_York,2,1840017271
Church Hill,Church Hill,TN,Tennessee,Hawkins,36.5204,-82.7150,6664,272,America/New_York,3,1840014428
Belle Plaine,Belle Plaine,MN,Minnesota,Scott,44.6188,-93.7643,6660.0,467,America/Chicago,3,1840006775
Linwood,Linwood,NJ,New Jersey,Atlantic,39.3436,-74.5708,6658,674,America/New_York,3,1840016701
Ashville,Ashville,OH,Ohio,Pickaway,39.7239,-82.9575,6658.0,759,America/New_York,3,1840012552
Groesbeck,Groesbeck,OH,Ohio,Hamilton,39.2292,-84.5964,6656,892,America/New_York,3,1840005878
Sandersville,Sandersville,GA,Georgia,Washington,32.9827,-82.8089,6655.0,161,America/New_York,3,1840015746
Blairsville,Blairsville,PA,Pennsylvania,Indiana,40.4325,-79.2599,6654.0,877,America/New_York,3,1840000990
Sturtevant,Sturtevant,WI,Wisconsin,Racine,42.6995,-87.9019,6652,624,America/Chicago,3,1840002486
Cherry Hills Village,Cherry Hills Village,CO,Colorado,Arapahoe,39.6375,-104.9481,6647,413,America/Denver,3,1840018793
Barrington,Barrington,NJ,New Jersey,Camden,39.8689,-75.0514,6642,1621,America/New_York,3,1840003771
Tecumseh,Tecumseh,OK,Oklahoma,Pottawatomie,35.2639,-96.9338,6636,170,America/Chicago,3,1840021786
Cedarhurst,Cedarhurst,NY,New York,Nassau,40.6252,-73.7278,6633,3795,America/New_York,2,1840005339
Air Force Academy,Air Force Academy,CO,Colorado,El Paso,38.9942,-104.8639,6633,256,America/Denver,3,1840036508
Folcroft,Folcroft,PA,Pennsylvania,Delaware,39.8891,-75.2770,6632,2056,America/New_York,2,1840000698
Guadalupe,Guadalupe,AZ,Arizona,Maricopa,33.3664,-111.9633,6631,3184,America/Phoenix,2,1840021948
Belmont,Belmont,VA,Virginia,Loudoun,39.0650,-77.4965,6629,1252,America/New_York,3,1840024496
North Syracuse,North Syracuse,NY,New York,Onondaga,43.1339,-76.1306,6628,1307,America/New_York,3,1840004326
Veneta,Veneta,OR,Oregon,Lane,44.0471,-123.3514,6628.0,759,America/Los_Angeles,3,1840021264
Manorhaven,Manorhaven,NY,New York,Nassau,40.8399,-73.7127,6627,5492,America/New_York,2,1840005306
Red Hook,Red Hook,NY,New York,Dutchess,41.9959,-73.8769,6627.0,714,America/New_York,3,1840072182
Paloma Creek South,Paloma Creek South,TX,Texas,Denton,33.2100,-96.9327,6624,2024,America/Chicago,2,1840041381
Battlefield,Battlefield,MO,Missouri,Greene,37.1194,-93.3683,6622,1000,America/Chicago,3,1840007616
North Caldwell,North Caldwell,NJ,New Jersey,Essex,40.8629,-74.2576,6621,833,America/New_York,3,1840002793
Beaver Dam,Beaver Dam,KY,Kentucky,Ohio,37.4042,-86.8742,6621.0,453,America/Chicago,3,1840013232
Myers Corner,Myers Corner,NY,New York,Dutchess,41.5947,-73.8744,6620,507,America/New_York,3,1840004742
Winthrop Harbor,Winthrop Harbor,IL,Illinois,Lake,42.4805,-87.8294,6618,539,America/Chicago,3,1840011178
Hillsboro,Hillsboro,OH,Ohio,Highland,39.2123,-83.6112,6616.0,462,America/New_York,3,1840007375
Brewton,Brewton,AL,Alabama,Escambia,31.1111,-87.0737,6615.0,179,America/Chicago,3,1840006146
Maple Glen,Maple Glen,PA,Pennsylvania,Montgomery,40.1778,-75.1793,6614,818,America/New_York,3,1840060138
Kermit,Kermit,TX,Texas,Winkler,31.8540,-103.0924,6613.0,996,America/Chicago,3,1840020796
Meridianville,Meridianville,AL,Alabama,Madison,34.8729,-86.5722,6609,164,America/Chicago,3,1840086455
Nevada,Nevada,IA,Iowa,Story,42.0186,-93.4635,6608.0,452,America/Chicago,3,1840008125
Talent,Talent,OR,Oregon,Jackson,42.2404,-122.7807,6608,1917,America/Los_Angeles,3,1840021300
Trinity,Trinity,NC,North Carolina,Randolph,35.8756,-80.0093,6606,151,America/New_York,3,1840015374
Hamilton,Hamilton,AL,Alabama,Marion,34.1346,-87.9755,6606,67,America/Chicago,3,1840003629
Normandy Park,Normandy Park,WA,Washington,King,47.4343,-122.3436,6604,1020,America/Los_Angeles,3,1840019832
Lago Vista,Lago Vista,TX,Texas,Travis,30.4519,-97.9908,6604.0,203,America/Chicago,3,1840020893
Ambridge,Ambridge,PA,Pennsylvania,Beaver,40.5922,-80.2265,6601,1714,America/New_York,3,1840001010
Orchard Mesa,Orchard Mesa,CO,Colorado,Mesa,39.0363,-108.5169,6601,681,America/Denver,3,1840080651
Amite City,Amite City,LA,Louisiana,Tangipahoa,30.7323,-90.5133,6600.0,441,America/Chicago,3,1840036149
Catasauqua,Catasauqua,PA,Pennsylvania,Lehigh,40.6531,-75.4643,6599,1972,America/New_York,3,1840001045
Washington,Washington,IA,Iowa,Washington,41.2982,-91.6928,6594.0,532,America/Chicago,3,1840010255
Roslyn Heights,Roslyn Heights,NY,New York,Nassau,40.7787,-73.6396,6591,1723,America/New_York,3,1840005254
Forest Glen,Forest Glen,MD,Maryland,Montgomery,39.0191,-77.0445,6589,2498,America/New_York,2,1840005824
Notre Dame,Notre Dame,IN,Indiana,St. Joseph,41.7014,-86.2378,6584,2150,America/Indiana/Indianapolis,2,1840039286
Tanglewilde,Tanglewilde,WA,Washington,Thurston,47.0512,-122.7810,6581,1759,America/Los_Angeles,3,1840066277
Orlovista,Orlovista,FL,Florida,Orange,28.5441,-81.4629,6574,1380,America/New_York,3,1840026149
Mont Belvieu,Mont Belvieu,TX,Texas,Chambers,29.8524,-94.8784,6574,157,America/Chicago,3,1840020942
Enola,Enola,PA,Pennsylvania,Cumberland,40.2908,-76.9348,6574,1574,America/New_York,3,1840005483
Cold Spring,Cold Spring,KY,Kentucky,Campbell,39.0130,-84.4349,6571,534,America/New_York,3,1840014257
Keene,Keene,TX,Texas,Johnson,32.3955,-97.3226,6568,511,America/Chicago,3,1840019469
Walnut Ridge,Walnut Ridge,AR,Arkansas,Lawrence,36.0851,-90.9463,6568.0,118,America/Chicago,3,1840015327
Thompson's Station,Thompson's Station,TN,Tennessee,Williamson,35.8090,-86.8994,6567,128,America/Chicago,3,1840016218
Stickney,Stickney,IL,Illinois,Cook,41.8183,-87.7730,6566,1317,America/Chicago,3,1840011326
Yorketown,Yorketown,NJ,New Jersey,Monmouth,40.3064,-74.3385,6565,1061,America/New_York,3,1840033488
Rossford,Rossford,OH,Ohio,Wood,41.5832,-83.5692,6562,504,America/New_York,3,1840000624
Cushing,Cushing,OK,Oklahoma,Payne,35.9798,-96.7602,6560.0,378,America/Chicago,3,1840019062
Homestead Meadows South,Homestead Meadows South,TX,Texas,El Paso,31.8110,-106.1643,6559,691,America/Denver,3,1840073263
Plymouth Meeting,Plymouth Meeting,PA,Pennsylvania,Montgomery,40.1100,-75.2794,6557,694,America/New_York,3,1840005459
Lawrence,Lawrence,NY,New York,Nassau,40.6042,-73.7149,6556,679,America/New_York,3,1840005303
Camp Swift,Camp Swift,TX,Texas,Bastrop,30.1885,-97.2933,6553,209,America/Chicago,3,1840018243
Tuckahoe,Tuckahoe,NY,New York,Westchester,40.9530,-73.8230,6549,4231,America/New_York,2,1840004946
Litchfield,Litchfield,MN,Minnesota,Meeker,45.1221,-94.5255,6549.0,579,America/Chicago,3,1840008912
Cumming,Cumming,GA,Georgia,Forsyth,34.2064,-84.1337,6547,377,America/New_York,3,1840014712
Kathleen,Kathleen,FL,Florida,Polk,28.1224,-82.0387,6546,351,America/New_York,3,1840092600
Portage,Portage,PA,Pennsylvania,Cambria,40.3868,-78.6746,6546.0,1397,America/New_York,3,1840001122
Fox Point,Fox Point,WI,Wisconsin,Milwaukee,43.1581,-87.9013,6543,882,America/Chicago,3,1840003042
Clairton,Clairton,PA,Pennsylvania,Allegheny,40.2976,-79.8853,6541,913,America/New_York,3,1840001219
Slippery Rock,Slippery Rock,PA,Pennsylvania,Butler,41.0695,-80.0580,6541.0,828,America/New_York,3,1840000874
Oakmont,Oakmont,PA,Pennsylvania,Allegheny,40.5201,-79.8365,6541,1590,America/New_York,3,1840001250
Plaquemine,Plaquemine,LA,Louisiana,Iberville,30.2834,-91.2429,6539,864,America/Chicago,3,1840015037
Elkin,Elkin,NC,North Carolina,Surry,36.2621,-80.8441,6536.0,228,America/New_York,3,1840016031
Plattsmouth,Plattsmouth,NE,Nebraska,Cass,41.0053,-95.8940,6534.0,750,America/Chicago,3,1840009355
Hapeville,Hapeville,GA,Georgia,Fulton,33.6609,-84.4093,6534,1048,America/New_York,3,1840013663
Crozet,Crozet,VA,Virginia,Albemarle,38.0645,-78.6962,6526,570,America/New_York,3,1840006280
Valley Falls,Valley Falls,SC,South Carolina,Spartanburg,35.0073,-81.9692,6522,485,America/New_York,3,1840082413
Eagle,Eagle,CO,Colorado,Eagle,39.6368,-106.8123,6519.0,478,America/Denver,3,1840021424
Bowleys Quarters,Bowleys Quarters,MD,Maryland,Baltimore,39.3198,-76.3858,6519,800,America/New_York,3,1840005677
Fairview,Fairview,GA,Georgia,Walker,34.9296,-85.2940,6518,334,America/New_York,3,1840013084
Russells Point,Russells Point,OH,Ohio,Logan,40.4680,-83.8939,6517.0,575,America/New_York,3,1840012155
Martins Ferry,Martins Ferry,OH,Ohio,Belmont,40.1014,-80.7253,6517,1080,America/New_York,3,1840008388
West View,West View,PA,Pennsylvania,Allegheny,40.5182,-80.0333,6516,2491,America/New_York,2,1840001274
Milford,Milford,MI,Michigan,Oakland,42.5870,-83.6012,6515,1026,America/Detroit,3,1840011058
Otis Orchards-East Farms,Otis Orchards-East Farms,WA,Washington,Spokane,47.7030,-117.0854,6514,313,America/Los_Angeles,3,1840037126
Avon,Avon,CO,Colorado,Eagle,39.6445,-106.5133,6511,307,America/Denver,3,1840020194
Pimmit Hills,Pimmit Hills,VA,Virginia,Fairfax,38.9105,-77.1991,6506,1693,America/New_York,3,1840006024
Rittman,Rittman,OH,Ohio,Wayne,40.9736,-81.7849,6506,398,America/New_York,3,1840009372
El Rio,El Rio,CA,California,Ventura,34.2452,-119.1568,6505,1236,America/Los_Angeles,3,1840017913
Monticello,Monticello,KY,Kentucky,Wayne,36.8404,-84.8506,6499.0,393,America/Kentucky/Monticello,3,1840014404
Williamston,Williamston,MI,Michigan,Ingham,42.6835,-84.2836,6498.0,623,America/Detroit,3,1840000420
Contra Costa Centre,Contra Costa Centre,CA,California,Contra Costa,37.9261,-122.0540,6497,3941,America/Los_Angeles,2,1840089983
Champion Heights,Champion Heights,OH,Ohio,Trumbull,41.3031,-80.8514,6495,299,America/New_York,3,1840073783
Prospect Park,Prospect Park,PA,Pennsylvania,Delaware,39.8858,-75.3074,6492,3425,America/New_York,2,1840000707
La Habra Heights,La Habra Heights,CA,California,Los Angeles,33.9602,-117.9510,6492,406,America/Los_Angeles,3,1840020511
Saranap,Saranap,CA,California,Contra Costa,37.8878,-122.0760,6492,2211,America/Los_Angeles,2,1840024710
Ambler,Ambler,PA,Pennsylvania,Montgomery,40.1564,-75.2215,6491,2940,America/New_York,2,1840003693
East Rochester,East Rochester,NY,New York,Monroe,43.1120,-77.4869,6490,1891,America/New_York,3,1840004289
Mulvane,Mulvane,KS,Kansas,Sumner,37.4788,-97.2724,6489,561,America/Chicago,3,1840008748
Lynchburg,Lynchburg,TN,Tennessee,Moore,35.2846,-86.3587,6488,19,America/Chicago,3,1840036144
Camilla,Camilla,GA,Georgia,Mitchell,31.2337,-84.2089,6488.0,293,America/New_York,3,1840013877
East Shoreham,East Shoreham,NY,New York,Suffolk,40.9460,-72.8811,6484,464,America/New_York,3,1840034048
Hewlett,Hewlett,NY,New York,Nassau,40.6422,-73.6942,6484,2842,America/New_York,2,1840005265
Cheshire Village,Cheshire Village,CT,Connecticut,New Haven,41.5026,-72.8993,6484,743,America/New_York,3,1840073562
Theodore,Theodore,AL,Alabama,Mobile,30.5408,-88.1884,6483,313,America/Chicago,3,1840047632
Prairie du Chien,Prairie du Chien,WI,Wisconsin,Crawford,43.0429,-91.1373,6477.0,369,America/Chicago,3,1840002890
Irvington,Irvington,NY,New York,Westchester,41.0349,-73.8661,6473,901,America/New_York,3,1840004933
Prestonsburg,Prestonsburg,KY,Kentucky,Floyd,37.6816,-82.7662,6473.0,96,America/New_York,3,1840014346
Edgemoor,Edgemoor,DE,Delaware,New Castle,39.7551,-75.5070,6471,1338,America/New_York,3,1840053263
Moraine,Moraine,OH,Ohio,Montgomery,39.6983,-84.2459,6470,269,America/New_York,3,1840003784
Laurel Bay,Laurel Bay,SC,South Carolina,Beaufort,32.4599,-80.7869,6470,599,America/New_York,3,1840056366
Penn Yan,Penn Yan,NY,New York,Yates,42.6608,-77.0536,6469.0,792,America/New_York,3,1840004503
Red Chute,Red Chute,LA,Louisiana,Bossier,32.5732,-93.6060,6468,270,America/Chicago,3,1840072766
South Hill,South Hill,NY,New York,Tompkins,42.4113,-76.4883,6468,423,America/New_York,3,1840004541
Potomac Mills,Potomac Mills,VA,Virginia,Prince William,38.6547,-77.3012,6468,620,America/New_York,3,1840026711
Columbia,Columbia,MS,Mississippi,Marion,31.2564,-89.8266,6468.0,333,America/Chicago,3,1840014970
Jan Phyl Village,Jan Phyl Village,FL,Florida,Polk,28.0201,-81.7933,6467,545,America/New_York,3,1840028708
Genoa,Genoa,IL,Illinois,DeKalb,42.0926,-88.6964,6467.0,780,America/Chicago,3,1840008133
Sidney,Sidney,MT,Montana,Richland,47.7152,-104.1680,6466.0,724,America/Denver,3,1840021085
Glendive,Glendive,MT,Montana,Dawson,47.1102,-104.7069,6460.0,545,America/Denver,3,1840019824
Lackland AFB,Lackland AFB,TX,Texas,Bexar,29.3867,-98.6179,6454,589,America/Chicago,3,1840074237
Ironwood,Ironwood,MI,Michigan,Gogebic,46.4522,-90.1505,6448.0,285,America/Menominee,3,1840001942
Attica,Attica,NY,New York,Wyoming,42.8640,-78.2799,6445.0,548,America/New_York,3,1840004474
Emporia,Emporia,VA,Virginia,Emporia,36.6953,-77.5356,6443.0,298,America/New_York,3,1840003875
Bridgeport,Bridgeport,MI,Michigan,Saginaw,43.3706,-83.8828,6443,295,America/Detroit,3,1840004227
Geneseo,Geneseo,IL,Illinois,Henry,41.4508,-90.1540,6440.0,540,America/Chicago,3,1840008205
Vine Grove,Vine Grove,KY,Kentucky,Hardin,37.8133,-85.9828,6439,363,America/New_York,3,1840015218
Devine,Devine,TX,Texas,Medina,29.1457,-98.9049,6436.0,580,America/Chicago,3,1840019657
Litchfield Park,Litchfield Park,AZ,Arizona,Maricopa,33.5024,-112.3586,6436,755,America/Phoenix,3,1840020565
Liberty,Liberty,TX,Texas,Liberty,30.0379,-94.7880,6435.0,80,America/Chicago,3,1840020965
Skowhegan,Skowhegan,ME,Maine,Somerset,44.7735,-69.7124,6434,185,America/New_York,3,1840082729
Oelwein,Oelwein,IA,Iowa,Fayette,42.6715,-91.9133,6433.0,471,America/Chicago,3,1840008007
Hurricane,Hurricane,WV,West Virginia,Putnam,38.4293,-82.0168,6430,663,America/New_York,3,1840006180
North Riverside,North Riverside,IL,Illinois,Cook,41.8461,-87.8263,6429,1510,America/Chicago,3,1840011303
Cheverly,Cheverly,MD,Maryland,Prince George's,38.9254,-76.9140,6428,1880,America/New_York,3,1840005984
Lake Murray of Richland,Lake Murray of Richland,SC,South Carolina,Richland,34.1209,-81.2653,6427,446,America/New_York,3,1840073861
Darnestown,Darnestown,MD,Maryland,Montgomery,39.0960,-77.3033,6424,150,America/New_York,3,1840005833
Valley City,Valley City,ND,North Dakota,Barnes,46.9223,-98.0055,6423.0,591,America/Chicago,3,1840000160
Salem,Salem,IN,Indiana,Washington,38.6048,-86.0977,6422.0,598,America/Indiana/Indianapolis,3,1840009790
Douglas,Douglas,WY,Wyoming,Converse,42.7541,-105.3968,6421.0,377,America/Denver,3,1840018655
Walkersville,Walkersville,MD,Maryland,Frederick,39.4832,-77.3559,6415,519,America/New_York,3,1840005717
Eudora,Eudora,KS,Kansas,Douglas,38.9345,-95.0957,6415.0,839,America/Chicago,3,1840008558
Garrett,Garrett,IN,Indiana,DeKalb,41.3526,-85.1238,6413,594,America/Indiana/Indianapolis,3,1840008207
Branford Center,Branford Center,CT,Connecticut,New Haven,41.2779,-72.8148,6413,1314,America/New_York,3,1840073557
Waikoloa Village,Waikoloa Village,HI,Hawaii,Hawaii,19.9285,-155.8185,6412,138,Pacific/Honolulu,3,1840029587
